State,County,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson
KS,Lee,0,0,0,0,0,7,2,3,2,0
KS,Letcher,3,0,2,0,1,9,5,0,4,0
KS,Lewis,3,0,0,0,3,17,8,3,6,0
KS,Lincoln,6,0,0,1,5,77,33,23,21,0
KS,Livingston,3,0,0,0,3,73,41,26,6,0
KS,Logan,19,0,8,3,8,117,43,67,7,4
KS,Lyon,0,0,0,0,0,41,22,17,2,0
KS,Madison2,29,0,3,3,23,,,177,34,0
KS,Magoffin,0,0,0,0,0,12,2,5,5,1
KS,Marion,3,0,0,0,3,69,24,27,18,0
KS,Marshall,11,1,5,0,5,204,86,94,24,2
KS,Martin,3,0,0,0,3,20,6,8,6,0
KS,Mason,7,0,0,3,4,72,27,40,5,0
KS,McCracken,38,0,12,10,16,508,138,317,53,5
KS,McCreary,2,0,0,0,2,55,10,30,15,0
KS,Menifee,0,0,0,0,0,27,12,12,3,1
KS,Mercer,4,0,2,0,2,30,12,11,7,0
KS,Metcalfe,0,0,0,0,0,82,35,40,7,0
KS,Monroe,2,0,0,0,2,13,8,2,3,0
KS,Montgomery,7,1,1,1,4,195,69,100,26,0
KS,Morgan,1,0,0,0,1,10,3,5,2,0
KS,Muhlenberg,8,0,1,1,6,66,28,21,17,0
KS,Nelson,16,4,6,3,3,177,55,96,26,1
KS,Ohio,25,0,12,4,9,103,40,43,20,1
KS,Owen,1,0,0,0,1,42,19,15,8,0
KS,Perry,6,0,0,1,5,40,12,14,14,1
KS,Pike,1,0,0,0,1,36,8,21,7,0
KS,Powell,1,0,0,0,1,15,2,6,7,0
KS,Pulaski2,39,2,16,6,15,,,152,76,0
KS,Robertson,0,0,0,0,0,5,3,1,1,0
KS,Rockcastle,4,0,1,0,3,44,22,10,12,0
KS,Rowan,7,0,0,1,6,72,26,35,11,1
KS,Russell,9,0,0,0,9,13,4,8,1,0
KS,Simpson,7,0,1,2,4,48,24,19,5,0
KS,Taylor,11,0,2,5,4,188,74,93,21,1
KS,Todd,4,0,0,0,4,51,20,22,9,0
KS,Trimble,1,0,0,0,1,13,5,5,3,1
KS,Union,4,0,1,0,3,43,26,13,4,0
KS,Washington,3,0,0,0,3,31,8,14,9,0
KS,Wayne,0,0,0,0,0,42,14,16,12,1
KS,Webster,1,0,0,0,1,11,2,8,1,0
KS,Whitley,6,0,0,0,6,118,42,52,24,0
KS,Wolfe,0,0,0,0,0,13,4,5,4,0
